entry_stable_id	entry_type	entry_name	species	ncbi_gene_id	lifespan_data_available
AF_013239	gene	NCU02476	Neurospora crassa	3881210	false
AF_001323	gene	SIP3	Saccharomyces cerevisiae	855464	true
AF_013240	gene	AGOS_AER032W	Eremothecium gossypii	4621094	false
AF_013241	gene	KLLA0F18260g	Kluyveromyces lactis	2894942	false
AF_013242	gene	AGOS_AFL089C	Eremothecium gossypii	4621686	false
AF_013243	gene	NCU06469	Neurospora crassa	3873481	false
AF_013244	gene	MRPL12	Pan troglodytes	744310	false
AF_013245	gene	MRPL12	Bos taurus	399560	false
AF_013246	gene	AgaP_AGAP011581	Anopheles gambiae	1271180	false
AF_013247	gene	MGG_06378	Magnaporthe oryzae	2684533	false
AF_013248	gene	MRPL12	Gallus gallus	769031	false
AF_013249	gene	MRPL12	Canis lupus familiaris	608030	false
AF_001324	gene	RAD50	Saccharomyces cerevisiae	855471	true
AF_013250	gene	MRPL12	Macaca mulatta	714438	false
AF_013251	gene	KLLA0D03212g	Kluyveromyces lactis	2892822	false
AF_013252	gene	AGOS_AGL077W	Eremothecium gossypii	4622888	false
AF_013253	gene	KLLA0F25784g	Kluyveromyces lactis	2895150	false
AF_013254	gene	NCU00758	Neurospora crassa	3880310	false
AF_013255	gene	AgaP_AGAP012395	Anopheles gambiae	1280319	false
AF_013256	gene	AgaP_AGAP012394	Anopheles gambiae	1280320	false
AF_013257	gene	Os06g0138100	Oryza sativa	4340052	false
AF_013258	gene	NCU04733	Neurospora crassa	3876506	false
AF_013259	gene	AGOS_AFR093W	Eremothecium gossypii	4621883	false
AF_001325	gene	VPS75	Saccharomyces cerevisiae	855475	true
AF_013260	gene	KLLA0F14234g	Kluyveromyces lactis	2894923	false
AF_013261	gene	srs2	Schizosaccharomyces pombe	2543577	false
AF_013262	gene	MGG_00630	Magnaporthe oryzae	2674688	false
AF_013268	gene	AGOS_AFR488W	Eremothecium gossypii	4622314	false
AF_013269	gene	KLLA0E10583g	Kluyveromyces lactis	2894511	false
AF_001326	gene	URE2	Saccharomyces cerevisiae	855492	true
AF_013270	gene	XPA	Macaca mulatta	715705	false
AF_013271	gene	XPA	Bos taurus	537958	false
AF_013272	gene	AgaP_AGAP007566	Anopheles gambiae	1269662	false
AF_013273	gene	XPA	Pan troglodytes	747191	false
AF_013274	gene	XPA	Canis lupus familiaris	481623	false
AF_013275	gene	XPA	Gallus gallus	395659	false
AF_013276	gene	ARIH2	Bos taurus	505320	false
AF_013277	gene	ARI11	Arabidopsis thaliana	817735	false
AF_013278	gene	ARIH2	Gallus gallus	416061	false
AF_013279	gene	ARIH2	Canis lupus familiaris	476633	false
AF_001327	gene	NRK1	Saccharomyces cerevisiae	855594	true
AF_013280	gene	ARI9	Arabidopsis thaliana	817734	false
AF_013281	gene	LOC708356	Macaca mulatta	708356	false
AF_013282	gene	AgaP_AGAP005977	Anopheles gambiae	1276650	false
AF_013283	gene	ARIH2	Pan troglodytes	460355	false
AF_013285	gene	AGOS_AGR347W	Eremothecium gossypii	4623316	false
AF_013286	gene	KLLA0F24420g	Kluyveromyces lactis	2895225	false
AF_001328	gene	RRG9	Saccharomyces cerevisiae	855508	true
AF_013292	gene	AGMO	Canis lupus familiaris	475247	false
AF_013293	gene	AGMO	Bos taurus	613658	false
AF_013294	gene	AGMO	Pan troglodytes	463272	false
AF_013295	gene	AGMO	Macaca mulatta	709963	false
AF_013296	gene	AGMO	Gallus gallus	772374	false
AF_013297	gene	YCR101C	Saccharomyces cerevisiae	850465	false
AF_013298	gene	CELE_F10F2.2	Caenorhabditis elegans	175608	false
AF_013299	gene	ade2	Drosophila melanogaster	33847	false
AF_001329	gene	PSY2	Saccharomyces cerevisiae	855520	false
AF_000132	gene	ERG24	Saccharomyces cerevisiae	855441	true
AF_013300	gene	AgaP_AGAP002091	Anopheles gambiae	1281370	false
AF_013301	gene	PFAS	Homo sapiens	5198	false
AF_013302	gene	PFAS	Canis lupus familiaris	489490	false
AF_013303	gene	ade3	Schizosaccharomyces pombe	2542871	false
AF_013304	gene	KLLA0B08063g	Kluyveromyces lactis	2897462	false
AF_013305	gene	PFAS	Bos taurus	520318	false
AF_013306	gene	AGOS_AFR573C	Eremothecium gossypii	4622402	false
AF_013307	gene	PFAS	Macaca mulatta	717046	false
AF_013308	gene	Pfas	Rattus norvegicus	287420	false
AF_013309	gene	MGG_11541	Magnaporthe oryzae	5050698	false
AF_001330	gene	WHI3	Saccharomyces cerevisiae	855524	true
AF_013310	gene	PFAS	Pan troglodytes	455093	false
AF_013311	gene	NCU08685	Neurospora crassa	3878182	false
AF_013312	gene	Os01g0888500	Oryza sativa	4324899	false
AF_013313	gene	PUR4	Arabidopsis thaliana	843766	false
AF_013314	gene	Pfas	Mus musculus	237823	false
AF_013315	gene	pfas	Danio rerio	570437	false
AF_013316	gene	AGOS_AFR207C	Eremothecium gossypii	4622015	false
AF_013317	gene	NCU07756	Neurospora crassa	3874687	false
AF_013318	gene	KLLA0E12123g	Kluyveromyces lactis	2894539	false
AF_013319	gene	MGG_04876	Magnaporthe oryzae	2675629	false
AF_001331	gene	RHO5	Saccharomyces cerevisiae	855541	true
AF_013320	gene	YJL070C	Saccharomyces cerevisiae	853375	false
AF_013321	gene	AGOS_ADR119W	Eremothecium gossypii	4620378	false
AF_013322	gene	EPHB2	Canis lupus familiaris	487380	false
AF_013323	gene	EPHB2	Pan troglodytes	456613	false
AF_013324	gene	Ephb2	Mus musculus	13844	false
AF_013325	gene	EPHB2	Gallus gallus	396513	false
AF_013326	gene	Ephb2	Rattus norvegicus	313633	false
AF_013327	gene	ephb2	Danio rerio	562176	false
AF_013328	gene	EPHB2	Homo sapiens	2048	false
AF_013329	gene	EPHB2	Bos taurus	535137	false
AF_001332	gene	PSD1	Saccharomyces cerevisiae	855552	true
AF_013330	gene	KLLA0E24531g	Kluyveromyces lactis	2894328	false
AF_013331	gene	SMY2	Saccharomyces cerevisiae	852470	false
AF_013332	gene	AGOS_AGR209W	Eremothecium gossypii	4623177	false
AF_013333	gene	NCU03877	Neurospora crassa	3872688	false
AF_013334	gene	Mthfd1	Rattus norvegicus	64300	false
AF_013335	gene	MTHFD1	Homo sapiens	4522	false
AF_013336	gene	AGOS_ACL121C	Eremothecium gossypii	4619403	false
AF_013337	gene	mthfd1b	Danio rerio	260441	false
AF_013338	gene	pug	Drosophila melanogaster	41279	false
AF_013339	gene	Os09g0446800	Oryza sativa	4347204	false
AF_001333	gene	NMA111	Saccharomyces cerevisiae	855600	true
AF_013340	gene	MTHFD1	Pan troglodytes	452965	false
AF_013341	gene	SPBC839.16	Schizosaccharomyces pombe	2541217	false
AF_013342	gene	K07E3.4	Caenorhabditis elegans	181064	false
AF_013343	gene	MTHFD1	Gallus gallus	423508	false
AF_013344	gene	Mthfd1	Mus musculus	108156	false
AF_013345	gene	KLLA0E16545g	Kluyveromyces lactis	2894215	false
AF_013346	gene	MTHFD1	Canis lupus familiaris	480352	false
AF_013347	gene	MGG_01014	Magnaporthe oryzae	2674667	false
AF_013348	gene	MTHFD1	Bos taurus	534382	false
AF_013349	gene	MTHFD1	Macaca mulatta	707059	false
AF_001334	gene	URK1	Saccharomyces cerevisiae	855746	false
AF_013350	gene	THFS	Arabidopsis thaliana	841470	false
AF_013351	gene	AgaP_AGAP002830	Anopheles gambiae	1273131	false
AF_013356	gene	Os08g0139200	Oryza sativa	4344633	false
AF_013357	gene	KLLA0F12782g	Kluyveromyces lactis	2895905	false
AF_013358	gene	AT4G27270	Arabidopsis thaliana	828835	false
AF_013359	gene	FQR1	Arabidopsis thaliana	835538	false
AF_001335	gene	NST1	Saccharomyces cerevisiae	855633	true
AF_001336	gene	SAL1	Saccharomyces cerevisiae	855641	true
AF_013372	gene	AMT1;5	Arabidopsis thaliana	822017	false
AF_013373	gene	NCU05843	Neurospora crassa	3876250	false
AF_013374	gene	AMT1;3	Arabidopsis thaliana	822018	false
AF_013375	gene	AMT1;1	Arabidopsis thaliana	826983	false
AF_013376	gene	AgaP_AGAP003989	Anopheles gambiae	1278806	false
AF_013377	gene	AMT1;4	Arabidopsis thaliana	828988	false
AF_013378	gene	IFT122	Pan troglodytes	460684	false
AF_013379	gene	IFT122	Macaca mulatta	703060	false
AF_001337	gene	AT2G39390	Arabidopsis thaliana	818524	false
AF_013380	gene	IFT122	Gallus gallus	416123	false
AF_013381	gene	IFT122	Bos taurus	536731	false
AF_013382	gene	AgaP_AGAP006535	Anopheles gambiae	1277134	false
AF_013383	gene	IFT122	Canis lupus familiaris	476528	false
AF_013389	gene	CELE_F23F12.13	Caenorhabditis elegans	3896740	false
AF_001338	gene	TPM1	Saccharomyces cerevisiae	855645	true
AF_013390	gene	CELE_ZK892.3	Caenorhabditis elegans	174558	false
AF_013391	gene	T12B3.2	Caenorhabditis elegans	188439	false
AF_013392	gene	CELE_C44C10.3	Caenorhabditis elegans	183452	false
AF_013393	gene	C53B4.1	Caenorhabditis elegans	183742	false
AF_013394	gene	pes-23	Caenorhabditis elegans	180963	false
AF_013395	gene	CELE_Y57G11C.23	Caenorhabditis elegans	190377	false
AF_013396	gene	CELE_C46C2.2	Caenorhabditis elegans	177744	false
AF_013397	gene	K11D9.3	Caenorhabditis elegans	176510	false
AF_013398	gene	LDB1	Gallus gallus	395952	false
AF_013399	gene	LDB1	Canis lupus familiaris	477804	false
AF_001339	gene	RNH201	Saccharomyces cerevisiae	855652	true
AF_000133	gene	ERG6	Saccharomyces cerevisiae	855003	true
AF_013400	gene	LDB1	Bos taurus	526472	false
AF_013401	gene	LDB1	Macaca mulatta	712653	false
AF_013402	gene	LDB1	Pan troglodytes	450694	false
AF_013403	gene	HOOK3	Macaca mulatta	706093	false
AF_013404	gene	HOOK3	Pan troglodytes	464153	false
AF_013405	gene	HOOK_ANOGA	Anopheles gambiae	1279821	false
AF_013406	gene	HOOK3	Bos taurus	524648	false
AF_013407	gene	HOOK3	Gallus gallus	427297	false
AF_013408	gene	HOOK3	Canis lupus familiaris	475567	false
AF_013409	gene	NDUFS1	Bos taurus	288380	false
AF_001340	gene	SUN4	Saccharomyces cerevisiae	855659	true
AF_013410	gene	NDUFS1	Macaca mulatta	706912	false
AF_013411	gene	MGG_03155	Magnaporthe oryzae	2676741	false
AF_013412	gene	NDUFS1	Gallus gallus	424102	false
AF_013413	gene	NDUFS1	Pan troglodytes	459896	false
AF_013414	gene	NDUFS1	Canis lupus familiaris	478880	false
AF_013415	gene	Os03g0713400	Oryza sativa	4333901	false
AF_013416	gene	NCU01765	Neurospora crassa	3873340	false
AF_013417	gene	AgaP_AGAP001653	Anopheles gambiae	1281520	false
AF_013418	gene	STUB1	Canis lupus familiaris	479892	false
AF_013419	gene	NCU10270	Neurospora crassa	5847940	false
AF_001341	gene	PUB1	Saccharomyces cerevisiae	855716	true
AF_013420	gene	STUB1	Macaca mulatta	697105	false
AF_013421	gene	STUB1	Bos taurus	504565	false
AF_013422	gene	AgaP_AGAP008918	Anopheles gambiae	1279886	false
AF_013423	gene	MGG_08035	Magnaporthe oryzae	2678421	false
AF_013424	gene	STUB1	Pan troglodytes	453803	false
AF_013425	gene	STUB1	Gallus gallus	426918	false
AF_013426	gene	Os08g0113300	Oryza sativa	4344499	false
AF_013427	gene	Os05g0104900	Oryza sativa	4337553	false
AF_013428	gene	Snx2	Mus musculus	67804	false
AF_013429	gene	SNX2	Bos taurus	509769	false
AF_001342	gene	SSK2	Saccharomyces cerevisiae	855765	true
AF_013430	gene	Snx2	Rattus norvegicus	291464	false
AF_013431	gene	NCU04137	Neurospora crassa	3877457	false
AF_013432	gene	SNX2	Homo sapiens	6643	false
AF_013433	gene	AGOS_ADR211W	Eremothecium gossypii	4620469	false
AF_013434	gene	SNX2	Canis lupus familiaris	474657	false
AF_013435	gene	snx2	Danio rerio	568737	false
AF_013436	gene	vps5	Schizosaccharomyces pombe	2539552	false
AF_013437	gene	MGG_06743	Magnaporthe oryzae	2684916	false
AF_013438	gene	SNX2	Gallus gallus	426797	false
AF_013439	gene	KLLA0F16643g	Kluyveromyces lactis	2895646	false
AF_001343	gene	RPS0A	Saccharomyces cerevisiae	853128	true
AF_013440	gene	AgaP_AGAP009255	Anopheles gambiae	1280217	false
AF_013441	gene	SNX2	Macaca mulatta	700507	false
AF_013442	gene	snx-1	Caenorhabditis elegans	180468	false
AF_013443	gene	CG2774	Drosophila melanogaster	33560	false
AF_013444	gene	SNX2	Pan troglodytes	462022	false
AF_013445	gene	AGOS_AER278W	Eremothecium gossypii	4621346	false
AF_013446	gene	KLLA0E11221g	Kluyveromyces lactis	2893898	false
AF_013447	gene	HSPA8	Canis lupus familiaris	479406	false
AF_013448	gene	HSPA8	Bos taurus	281831	false
AF_013449	gene	HSPA8	Pan troglodytes	451629	false
AF_001344	gene	SLC13A5	Homo sapiens	284111	false
AF_013450	gene	HSPA8	Gallus gallus	395853	false
AF_013451	gene	HSPA8	Macaca mulatta	707989	false
AF_013452	gene	AgaP_AGAP010039	Anopheles gambiae	1279464	false
AF_013453	gene	NDUFV1	Bos taurus	287014	false
AF_013454	gene	Os07g0645400	Oryza sativa	4344095	false
AF_013455	gene	NDUFV1	Gallus gallus	430210	false
AF_013456	gene	NCU04044	Neurospora crassa	3873830	false
AF_013457	gene	NDUFV1	Canis lupus familiaris	476004	false
AF_013458	gene	MGG_00647	Magnaporthe oryzae	2674885	false
AF_013459	gene	NDUFV1	Pan troglodytes	747209	false
AF_001345	gene	nnt	Danio rerio	406619	false
AF_013460	gene	PI4KB	Bos taurus	286846	false
AF_013461	gene	pifk-1	Caenorhabditis elegans	180443	false
AF_013462	gene	PI4KB	Gallus gallus	425661	false
AF_013463	gene	LOC100859723	Gallus gallus	100859723	false
AF_013464	gene	PI4KB	Pan troglodytes	457291	false
AF_013465	gene	PI4KB	Canis lupus familiaris	483196	false
AF_013466	gene	PI4KB	Macaca mulatta	710104	false
AF_013467	gene	AgaP_AGAP007512	Anopheles gambiae	1269716	false
AF_013468	gene	AgaP_AGAP012305	Anopheles gambiae	1280389	false
AF_013469	gene	CSRP1	Homo sapiens	1465	false
AF_013470	gene	Csrp1	Rattus norvegicus	29276	false
AF_013471	gene	csrp1b	Danio rerio	791132	false
AF_013472	gene	CSRP1	Gallus gallus	396176	false
AF_013473	gene	CSRP1	Canis lupus familiaris	607054	false
AF_013474	gene	CSRP1	Macaca mulatta	709693	false
AF_013475	gene	csrp1a	Danio rerio	378726	false
AF_013476	gene	Csrp1	Mus musculus	13007	false
AF_013477	gene	mlp-1	Caenorhabditis elegans	175847	false
AF_013478	gene	CSRP1	Bos taurus	615329	false
AF_013479	gene	CSRP1	Pan troglodytes	457621	false
AF_013480	gene	NCU00502	Neurospora crassa	3880466	false
AF_013481	gene	MGG_04752	Magnaporthe oryzae	2677954	false
AF_013482	gene	atp4	Schizosaccharomyces pombe	2539732	false
AF_013483	gene	KLLA0E23563g	Kluyveromyces lactis	2894294	false
AF_013484	gene	AGOS_AEL251C	Eremothecium gossypii	4620792	false
AF_013485	gene	AGOS_AER396W	Eremothecium gossypii	4621467	false
AF_013486	gene	MGG_01062	Magnaporthe oryzae	2674322	false
AF_013487	gene	GABARAP	Pan troglodytes	748888	false
AF_013488	gene	AgaP_AGAP002685	Anopheles gambiae	1273277	false
AF_013489	gene	GABARAP	Bos taurus	327715	false
AF_013490	gene	GABARAP	Macaca mulatta	714597	false
AF_013491	gene	KLLA0E20593g	Kluyveromyces lactis	2894517	false
AF_013492	gene	GABARAP	Macaca mulatta	702827	false
AF_013493	gene	GABARAP	Canis lupus familiaris	479479	false
AF_013494	gene	NCU01545	Neurospora crassa	3872408	false
AF_013495	gene	GABARAP	Macaca mulatta	695627	false
AF_013505	gene	CKA2	Arabidopsis thaliana	824162	false
AF_013506	gene	AgaP_AGAP005569	Anopheles gambiae	1276254	false
AF_013507	gene	NCU03124	Neurospora crassa	3881116	false
AF_013508	gene	CSNK2A1	Macaca mulatta	714841	false
AF_013509	gene	ck2a1	Danio rerio	30502	false
AF_001350	gene	Sirt1	Mus musculus	93759	true
AF_013510	gene	CSNK2A1	Canis lupus familiaris	477185	false
AF_013511	gene	MGG_03696	Magnaporthe oryzae	2676973	false
AF_013512	gene	KLLA0F16467g	Kluyveromyces lactis	2895667	false
AF_013513	gene	AGOS_ADR204W	Eremothecium gossypii	4620462	false
AF_013514	gene	CSNK2A1	Bos taurus	282419	false
AF_013515	gene	CSNK2A1	Gallus gallus	432370	false
AF_013516	gene	Os07g0114400	Oryza sativa	4342248	false
AF_013517	gene	Os09g0551300	Oryza sativa	4347787	false
AF_013518	gene	NOP2	Gallus gallus	418277	false
AF_013519	gene	NCU02511	Neurospora crassa	3881792	false
AF_013520	gene	AgaP_AGAP005221	Anopheles gambiae	1274929	false
AF_013521	gene	NOP2	Macaca mulatta	713097	false
AF_013522	gene	NOP2	Saccharomyces cerevisiae	855664	false
AF_013523	gene	NOP2	Bos taurus	541169	false
AF_013524	gene	KLLA0F03399g	Kluyveromyces lactis	2895255	false
AF_013525	gene	AGOS_ADL254W	Eremothecium gossypii	4619977	false
AF_013526	gene	NOP2	Pan troglodytes	451784	false
AF_013527	gene	MGG_01292	Magnaporthe oryzae	2679573	false
AF_013528	gene	NOP2	Canis lupus familiaris	611645	false
AF_013529	gene	AT4G26600	Arabidopsis thaliana	828767	false
AF_001352	gene	Sirt2	Mus musculus	64383	false
AF_013530	gene	AGOS_AGR172W	Eremothecium gossypii	4623140	false
AF_013531	gene	KLLA0F13046g	Kluyveromyces lactis	2895960	false
AF_013532	gene	Hsp67Bb	Drosophila melanogaster	3771872	false
AF_013533	gene	TPT1	Canis lupus familiaris	476924	false
AF_013534	gene	TPT1	Homo sapiens	7178	false
AF_013535	gene	TPT1	Pan troglodytes	452575	false
AF_013536	gene	tct-1	Caenorhabditis elegans	172944	false
AF_013537	gene	TCTP_ANOGA	Anopheles gambiae	1273293	false
AF_013538	gene	TPT1	Pan troglodytes	735922	false
AF_013539	gene	Tpt1	Mus musculus	22070	false
AF_001353	gene	sirt2	Danio rerio	322309	false
AF_013540	gene	tpt1	Danio rerio	30723	false
AF_013541	gene	TPT1	Macaca mulatta	711798	false
AF_013542	gene	Tpt1	Rattus norvegicus	116646	false
AF_013543	gene	TPT1	Gallus gallus	396363	false
AF_013544	gene	MGG_06249	Magnaporthe oryzae	2684404	false
AF_013545	gene	Tctp	Drosophila melanogaster	41341	false
AF_013546	gene	NCU06464	Neurospora crassa	3873476	false
AF_013547	gene	TPT1	Bos taurus	326599	false
AF_013548	gene	p23fy	Schizosaccharomyces pombe	2542475	false
AF_013549	gene	KLLA0C12716g	Kluyveromyces lactis	2892417	false
AF_001354	gene	SIRT2	Homo sapiens	22933	false
AF_013550	gene	LOC466689	Pan troglodytes	466689	false
AF_013551	gene	Os06g0152300	Oryza sativa	4340157	false
AF_013552	gene	COQ3	Macaca mulatta	694215	false
AF_013553	gene	NCU05982	Neurospora crassa	3874782	false
AF_013554	gene	AGOS_ADR115W	Eremothecium gossypii	4620360	false
AF_013555	gene	MGG_01048	Magnaporthe oryzae	2674355	false
AF_013556	gene	KLLA0C03630g	Kluyveromyces lactis	2891824	false
AF_013557	gene	COQ3	Canis lupus familiaris	475004	false
AF_013558	gene	COQ3	Pan troglodytes	472079	false
AF_013559	gene	COQ3	Bos taurus	540298	false
AF_013560	gene	COQ3	Gallus gallus	421797	false
AF_013561	gene	AgaP_AGAP010537	Anopheles gambiae	1275266	false
AF_013562	gene	PROP1	Canis lupus familiaris	474647	false
AF_013563	gene	PROP1	Bos taurus	282563	false
AF_013564	gene	PROP1	Macaca mulatta	707843	false
AF_013565	gene	PROP1	Pan troglodytes	471762	false
AF_013566	gene	TMEM135	Macaca mulatta	704963	false
AF_013567	gene	AgaP_AGAP007085	Anopheles gambiae	1270017	false
AF_013568	gene	TMEM135	Gallus gallus	419015	false
AF_013569	gene	TMEM135	Pan troglodytes	466733	false
AF_001356	gene	SIRT6	Homo sapiens	51548	false
AF_013570	gene	TMEM135	Canis lupus familiaris	607444	false
AF_013571	gene	TMEM135	Bos taurus	523885	false
AF_013572	gene	KIF17	Bos taurus	530435	false
AF_013573	gene	AgaP_AGAP003323	Anopheles gambiae	1279749	false
AF_013574	gene	KIF17	Macaca mulatta	717482	false
AF_013575	gene	KIF17	Canis lupus familiaris	100688382	false
AF_013576	gene	KIF17	Pan troglodytes	456592	false
AF_013577	gene	KLLA0C07491g	Kluyveromyces lactis	2892421	false
AF_013578	gene	ATP6V0A1	Pan troglodytes	454685	false
AF_013579	gene	NCU03463	Neurospora crassa	3872192	false
AF_001357	gene	Sirt6	Mus musculus	50721	true
AF_013580	gene	AGOS_ADR177C	Eremothecium gossypii	4620435	false
AF_013581	gene	ATP6V0A1	Gallus gallus	395474	false
AF_013582	gene	AgaP_AGAP003711	Anopheles gambiae	1274390	false
AF_013583	gene	Os01g0834200	Oryza sativa	4327412	false
AF_013584	gene	MGG_03947	Magnaporthe oryzae	2677120	false
AF_013585	gene	ATP6V0A1	Canis lupus familiaris	607705	false
AF_013586	gene	ATP6V0A1	Bos taurus	286768	false
AF_013587	gene	ATP6V0A1	Macaca mulatta	677865	false
AF_013588	gene	TUB	Macaca mulatta	706054	false
AF_013589	gene	TUB	Pan troglodytes	466436	false
AF_001358	gene	Sirt6	Rattus norvegicus	299638	false
AF_013590	gene	AgaP_AGAP011959	Anopheles gambiae	1280713	false
AF_013591	gene	TUB	Bos taurus	539051	false
AF_013592	gene	TUB	Gallus gallus	423061	false
AF_013593	gene	TUB	Canis lupus familiaris	485377	false
AF_013594	gene	HTR2C	Macaca mulatta	708141	false
AF_013595	gene	HTR2C	Pan troglodytes	473740	false
AF_013596	gene	HTR2C	Canis lupus familiaris	450240	false
AF_013597	gene	GPR5HT2A	Anopheles gambiae	1269329	false
AF_013598	gene	HTR2C	Gallus gallus	428707	false
AF_013599	gene	IRS1	Pan troglodytes	459985	false
AF_001359	gene	Sirt7	Mus musculus	209011	true
AF_013600	gene	IRS1	Bos taurus	538598	false
AF_013601	gene	IRS1	Canis lupus familiaris	486148	false
AF_013602	gene	IRS1	Gallus gallus	429262	false
AF_013603	gene	IRS4	Macaca mulatta	707870	false
AF_013604	gene	irs1	Danio rerio	559281	false
AF_013605	gene	SDHC	Macaca mulatta	719978	false
AF_013606	gene	AgaP_AGAP010672	Anopheles gambiae	1272475	false
AF_013607	gene	SDHC	Bos taurus	327696	false
AF_013608	gene	SDHC	Canis lupus familiaris	478983	false
AF_013609	gene	LOC100859641	Gallus gallus	100859641	false
AF_001360	gene	SIRT7	Homo sapiens	51547	false
AF_013610	gene	LOC701966	Macaca mulatta	701966	false
AF_013611	gene	LOC702309	Macaca mulatta	702309	false
AF_013612	gene	MGG_11279	Magnaporthe oryzae	5051248	false
AF_013613	gene	SACM1L	Canis lupus familiaris	484795	false
AF_013614	gene	SACM1L	Macaca mulatta	714107	false
AF_013615	gene	AgaP_AGAP000891	Anopheles gambiae	1277408	false
AF_013616	gene	Os11g0309000	Oryza sativa	4350352	false
AF_013617	gene	SACM1L	Bos taurus	530577	false
AF_013618	gene	SACM1L	Gallus gallus	420700	false
AF_013619	gene	Os02g0554300	Oryza sativa	4329650	false
AF_001361	gene	SLC13A2	Homo sapiens	9058	false
AF_013620	gene	SACM1L	Pan troglodytes	460317	false
AF_013621	gene	AGOS_AER447C	Eremothecium gossypii	4621523	false
AF_013622	gene	NCU00896	Neurospora crassa	3880936	false
AF_013623	gene	KLLA0B14388g	Kluyveromyces lactis	2896966	false
AF_001362	gene	VhaSFD	Drosophila melanogaster	34997	true
AF_013635	gene	AGOS_ABR174W	Eremothecium gossypii	4619232	false
AF_013636	gene	MGG_00672	Magnaporthe oryzae	2674300	false
AF_013637	gene	KLLA0D10593g	Kluyveromyces lactis	2892795	false
AF_013638	gene	NCU02094	Neurospora crassa	3880135	false
AF_013639	gene	AgaP_AGAP000912	Anopheles gambiae	1277426	false
AF_013640	gene	SNX25	Bos taurus	533174	false
AF_013641	gene	SNX25	Gallus gallus	422544	false
AF_013642	gene	SNX25	Homo sapiens	83891	false
AF_013643	gene	SNX25	Canis lupus familiaris	475629	false
AF_013644	gene	SNX25	Pan troglodytes	461634	false
AF_013645	gene	snx25	Danio rerio	793657	false
AF_013646	gene	Snx25	Mus musculus	102141	false
AF_013647	gene	Snx25	Rattus norvegicus	306471	false
AF_001364	gene	ndufa5	Danio rerio	541328	false
AF_013653	gene	ZMPSTE24	Gallus gallus	419572	false
AF_013654	gene	ZMPSTE24	Pan troglodytes	456790	false
AF_013655	gene	ZMPSTE24	Bos taurus	538104	false
AF_013656	gene	Os02g0680400	Oryza sativa	4330318	false
AF_013657	gene	ZMPSTE24	Canis lupus familiaris	482460	false
AF_013658	gene	MGG_06951	Magnaporthe oryzae	2685124	false
AF_013659	gene	KLLA0D10846g	Kluyveromyces lactis	2893119	false
AF_001365	gene	ndufb5	Danio rerio	797063	false
AF_013660	gene	AgaP_AGAP004470	Anopheles gambiae	1274618	false
AF_013661	gene	NCU03637	Neurospora crassa	3877496	false
AF_013662	gene	ZMPSTE24	Macaca mulatta	693765	false
AF_013668	gene	vit-3	Caenorhabditis elegans	180647	false
AF_013669	gene	VTG2	Gallus gallus	424533	false
AF_001366	gene	ndufb10	Danio rerio	393703	false
AF_013670	gene	TPRXL	Gallus gallus	424547	false
AF_013671	gene	LOC560066	Danio rerio	560066	false
AF_013672	gene	LOC100538021	Danio rerio	100538021	false
AF_013673	gene	KLLA0F25894g	Kluyveromyces lactis	2895155	false
AF_013674	gene	hccs	Danio rerio	58016	false
AF_013675	gene	AGOS_ADR154W	Eremothecium gossypii	4620413	false
AF_013676	gene	LOC465489	Pan troglodytes	465489	false
AF_013677	gene	Hccs	Mus musculus	15159	false
AF_013678	gene	HCCS	Homo sapiens	3052	false
AF_013679	gene	HCCS	Bos taurus	506250	false
AF_001367	gene	Ndufb10	Rattus norvegicus	681418	false
AF_013680	gene	HCCS	Macaca mulatta	709878	false
AF_013681	gene	Hccs	Rattus norvegicus	317444	false
AF_013682	gene	NCU08138	Neurospora crassa	3875592	false
AF_013683	gene	SPAC24C9.02c	Schizosaccharomyces pombe	2541462	false
AF_013684	gene	HCCS	Gallus gallus	424482	false
AF_013685	gene	HCCS	Canis lupus familiaris	480834	false
AF_013686	gene	MGG_09748	Magnaporthe oryzae	2680747	false
AF_013687	gene	Atp5o	Mus musculus	28080	false
AF_013688	gene	Os06g0646500	Oryza sativa	4341660	false
AF_013689	gene	AGOS_AAL065C	Eremothecium gossypii	4618447	false
AF_001368	gene	Ndufb5	Rattus norvegicus	294964	false
AF_013690	gene	NCU01606	Neurospora crassa	3872665	false
AF_013691	gene	LOC100855541	Canis lupus familiaris	100855541	false
AF_013692	gene	ATP5O	Pan troglodytes	473976	false
AF_013693	gene	KLLA0C10384g	Kluyveromyces lactis	2891844	false
AF_013694	gene	ATP5O	Macaca mulatta	698480	false
AF_013695	gene	ATP5O	Bos taurus	281640	false
AF_013696	gene	ATP5O	Canis lupus familiaris	478410	false
AF_013697	gene	MGG_03152	Magnaporthe oryzae	2676738	false
AF_013698	gene	ATP5O	Gallus gallus	418508	false
AF_013699	gene	AgaP_AGAP003599	Anopheles gambiae	1274263	false
AF_001369	gene	Ndufb7	Rattus norvegicus	361385	false
AF_013700	gene	AgaP_AGAP011803	Anopheles gambiae	1280845	false
AF_013701	gene	CLN3	Homo sapiens	1201	false
AF_013702	gene	CLN3	Bos taurus	504799	false
AF_013703	gene	AgaP_AGAP003934	Anopheles gambiae	1278760	false
AF_013704	gene	btn1	Schizosaccharomyces pombe	2543645	false
AF_013705	gene	cln-3.3	Caenorhabditis elegans	179249	false
AF_013706	gene	CLN3	Canis lupus familiaris	479794	false
